product_id,product_name,customer_id,customer_name,category,Year,Month,order_date,gender,city,state,loyalty_points,Total_revenue,Total_quantity,Total_orders,Avg_revenue,Avg_quantity,Avg_loyalty_points,Min_price,Max_price
null,Office Chair,C0742,Arjun Iyer,HOME & LIVING,2025,3,2025-03-23,F,Jaipur,Tamil Nadu,null,33332.4,1,1,33332.4,1,null,37036.00,37036.00
null,Samsung TV,C0281,Arjun Rao,ELECTRONICS,2025,2,2025-02-23,F,Delhi,Maharashtra,null,47128.5,1,1,47128.5,1,null,52365.00,52365.00
P210,Air Conditioner,C0710,Neha Sharma,ELECTRONICS,2025,3,2025-03-29,M,Jaipur,West Bengal,null,null,2,1,null,2,null,null,null
P206,HP Laptop,C0101,Sneha Mehta,HOME & LIVING,2025,2,2025-02-24,M,Jaipur,West Bengal,null,null,2,1,null,2,null,null,null
P206,HP Laptop,C0746,Arjun Singh,HOME & LIVING,2025,2,2025-02-21,M,Mumbai,Uttar Pradesh,null,null,2,1,null,2,null,null,null
P202,Samsung TV,C0056,Pooja Verma,FASHION,2025,1,2025-01-23,F,Chennai,West Bengal,null,null,1,1,null,1,null,null,null
P205,Levi Jeans,C0796,Meena Singh,ELECTRONICS,2025,3,2025-03-03,F,Jaipur,Uttar Pradesh,null,145880,2,1,145880,2,null,72940.00,72940.00
P204,Nike Shoes,C0980,Arjun Sharma,FASHION,2025,1,2025-01-22,F,Bangalore,Maharashtra,318,60845.4,1,1,60845.4,1,318,67606.00,67606.00
P210,Air Conditioner,C0602,Pooja Iyer,ELECTRONICS,2025,2,2025-02-10,F,Kolkata,Uttar Pradesh,null,128317.5,3,1,128317.5,3,null,47525.00,47525.00
P206,HP Laptop,C0393,Pooja Rao,HOME & LIVING,2025,1,2025-01-28,M,Delhi,Karnataka,764,137557.80000000002,2,1,137557.80000000002,2,764,76421.00,76421.00
P206,HP Laptop,C0502,null,HOME & LIVING,2025,1,2025-01-06,null,null,null,null,null,2,1,null,2,null,null,null
P206,HP Laptop,C0525,Pooja Das,FASHION,2025,3,2025-03-19,M,Jaipur,Maharashtra,465,null,1,1,null,1,465,null,null
P207,Microwave Oven,C0817,Pooja Singh,ELECTRONICS,2025,1,2025-01-14,F,Jaipur,Delhi,null,208239,3,1,208239,3,null,69413.00,69413.00
P209,Office Chair,C0312,Pooja Sharma,ELECTRONICS,2025,1,2025-01-07,F,Bangalore,Delhi,null,null,1,1,null,1,null,null,null
P209,Office Chair,C0013,Meena Mehta,ELECTRONICS,2025,1,2025-01-02,F,Pune,Uttar Pradesh,null,148356.9,3,1,148356.9,3,null,54947.00,54947.00
P201,iPhone 15,C0088,Sneha Singh,HOME & LIVING,2025,3,2025-03-22,F,Lucknow,West Bengal,null,69726,1,1,69726,1,null,69726.00,69726.00
P205,Levi Jeans,C0248,Anjali Iyer,HOME & LIVING,2025,1,2025-01-24,F,Jaipur,Delhi,747,160172.85,3,1,160172.85,3,747,56201.00,56201.00
P201,iPhone 15,C0422,Anjali Kapoor,FASHION,2025,3,2025-03-08,F,Kolkata,Delhi,null,null,1,1,null,1,null,null,null
P204,Nike Shoes,C0805,Sneha Malhotra,HOME & LIVING,2025,2,2025-02-07,F,Lucknow,Karnataka,null,234723,3,1,234723,3,null,78241.00,78241.00
P203,Sony Headphones,C0639,Sneha Das,FASHION,2025,2,2025-02-12,F,Kolkata,West Bengal,null,10519.2,2,1,10519.2,2,null,5844.00,5844.00
P207,Microwave Oven,C0988,Pooja Iyer,HOME & LIVING,2025,2,2025-02-05,M,Bangalore,Maharashtra,262,80776.8,2,1,80776.8,2,262,44876.00,44876.00
P201,iPhone 15,C0268,Anjali Gupta,FASHION,2025,1,2025-01-08,M,Bangalore,Karnataka,724,7351.099999999999,1,1,7351.099999999999,1,724,7738.00,7738.00
P204,Nike Shoes,C0085,Anjali Rao,ELECTRONICS,2025,1,2025-01-24,F,Pune,Maharashtra,692,null,1,1,null,1,692,null,null
P205,Levi Jeans,C0137,Arjun Kapoor,FASHION,2025,3,2025-03-21,M,Jaipur,Rajasthan,1931,null,1,1,null,1,1931,null,null
P201,iPhone 15,C0797,Rahul Gupta,FASHION,2025,1,2025-01-14,M,Lucknow,Maharashtra,null,14312.7,1,1,14312.7,1,null,15903.00,15903.00
P203,Sony Headphones,C0201,Neha Kapoor,HOME & LIVING,2025,1,2025-01-15,F,Delhi,Uttar Pradesh,1044,null,1,1,null,1,1044,null,null
P207,Microwave Oven,C0122,Arjun Gupta,FASHION,2025,2,2025-02-17,M,Jaipur,Telangana,null,7254,2,1,7254,2,null,4030.00,4030.00
P203,Sony Headphones,C0403,Pooja Mehta,HOME & LIVING,2025,2,2025-02-18,M,Delhi,West Bengal,null,null,2,1,null,2,null,null,null
P202,Samsung TV,C0605,null,HOME & LIVING,2025,3,2025-03-29,null,null,null,null,null,2,1,null,2,null,null,null
P201,iPhone 15,C0595,Neha Verma,ELECTRONICS,2025,2,2025-02-07,M,Jaipur,Karnataka,1278,null,1,1,null,1,1278,null,null
P209,Office Chair,C0826,Pooja Mehta,HOME & LIVING,2025,1,2025-01-26,F,Mumbai,Uttar Pradesh,655,null,3,1,null,3,655,null,null
P210,Air Conditioner,C0074,Sneha Sharma,HOME & LIVING,2025,1,2025-01-12,F,Kolkata,Maharashtra,null,104731.2,2,1,104731.2,2,null,58184.00,58184.00
P208,Refrigerator,C0854,Anjali Verma,ELECTRONICS,2025,1,2025-01-14,F,Mumbai,Telangana,null,62571.75,3,1,62571.75,3,null,21955.00,21955.00
P208,Refrigerator,C0423,Rahul Singh,ELECTRONICS,2025,2,2025-02-16,M,Hyderabad,Telangana,831,130682,2,1,130682,2,831,68780.00,68780.00
P205,Levi Jeans,C0106,Rohan Kapoor,HOME & LIVING,2025,2,2025-02-25,F,Delhi,Rajasthan,null,141297,3,1,141297,3,null,47099.00,47099.00
P206,HP Laptop,C0867,Sneha Iyer,HOME & LIVING,2025,1,2025-01-04,M,Pune,Karnataka,null,null,3,1,null,3,null,null,null
P205,Levi Jeans,C0551,Rohan Gupta,ELECTRONICS,2025,1,2025-01-13,M,Pune,Uttar Pradesh,null,36458,1,1,36458,1,null,36458.00,36458.00
P206,HP Laptop,C0659,Anjali Gupta,ELECTRONICS,2025,1,2025-01-08,M,Kolkata,Karnataka,null,null,1,1,null,1,null,null,null
P209,Office Chair,C0593,Karan Singh,HOME & LIVING,2025,2,2025-02-07,M,Jaipur,West Bengal,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0685,Meena Gupta,FASHION,2025,2,2025-02-03,M,Hyderabad,West Bengal,null,null,1,1,null,1,null,null,null
P202,Samsung TV,C0926,Amit Sharma,FASHION,2025,3,2025-03-21,F,Mumbai,Karnataka,null,115644,2,1,115644,2,null,57822.00,57822.00
P209,Office Chair,C0018,Anjali Gupta,FASHION,2025,3,2025-03-18,F,Lucknow,Rajasthan,null,19740,3,1,19740,3,null,6580.00,6580.00
P205,Levi Jeans,C0013,Meena Mehta,FASHION,2025,2,2025-02-08,F,Pune,Uttar Pradesh,null,14058.9,3,1,14058.9,3,null,5207.00,5207.00
P202,Samsung TV,C0122,Arjun Gupta,HOME & LIVING,2025,1,2025-01-17,M,Jaipur,Telangana,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0307,Meena Iyer,HOME & LIVING,2025,2,2025-02-26,F,Kolkata,Uttar Pradesh,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0401,Pooja Kapoor,ELECTRONICS,2025,1,2025-01-20,M,Pune,Tamil Nadu,1264,null,1,1,null,1,1264,null,null
P204,Nike Shoes,C0917,Arjun Rao,ELECTRONICS,2025,3,2025-03-28,M,Chennai,Delhi,1767,87229.8,2,1,87229.8,2,1767,48461.00,48461.00
P207,Microwave Oven,C0719,Karan Mehta,HOME & LIVING,2025,1,2025-01-30,F,Hyderabad,West Bengal,null,59925.6,2,1,59925.6,2,null,33292.00,33292.00
P202,Samsung TV,C0501,null,FASHION,2025,2,2025-02-24,null,null,null,null,null,1,1,null,1,null,null,null
P203,Sony Headphones,C0877,Neha Mehta,HOME & LIVING,2025,3,2025-03-11,M,Chennai,Rajasthan,1612,null,3,1,null,3,1612,null,null
P207,Microwave Oven,C0288,Karan Das,ELECTRONICS,2025,1,2025-01-30,F,Chennai,Delhi,null,64371.6,2,1,64371.6,2,null,35762.00,35762.00
P206,HP Laptop,C0343,Pooja Malhotra,FASHION,2025,1,2025-01-12,F,Lucknow,Uttar Pradesh,null,195911.84999999998,3,1,195911.84999999998,3,null,68741.00,68741.00
P207,Microwave Oven,C0180,Neha Singh,FASHION,2025,3,2025-03-22,F,Mumbai,Rajasthan,null,185791.5,3,1,185791.5,3,null,65190.00,65190.00
P210,Air Conditioner,C0233,Arjun Malhotra,ELECTRONICS,2025,3,2025-03-20,M,Pune,Karnataka,381,null,1,1,null,1,381,null,null
P207,Microwave Oven,C0660,Pooja Sharma,ELECTRONICS,2025,3,2025-03-17,F,Kolkata,Telangana,null,null,1,1,null,1,null,null,null
P210,Air Conditioner,C0994,Rahul Rao,ELECTRONICS,2025,2,2025-02-27,F,Chennai,West Bengal,null,null,2,1,null,2,null,null,null
P204,Nike Shoes,C0716,Rahul Verma,FASHION,2025,2,2025-02-24,F,Bangalore,Uttar Pradesh,null,71820.95,1,1,71820.95,1,null,75601.00,75601.00
P204,Nike Shoes,C0979,Sneha Malhotra,FASHION,2025,1,2025-01-27,F,Hyderabad,Rajasthan,null,16477,1,1,16477,1,null,16477.00,16477.00
P205,Levi Jeans,C0028,Arjun Das,HOME & LIVING,2025,1,2025-01-04,F,Kolkata,Delhi,null,null,1,1,null,1,null,null,null
P202,Samsung TV,C0220,Sneha Das,HOME & LIVING,2025,1,2025-01-27,M,Bangalore,Maharashtra,null,86202,2,1,86202,2,null,47890.00,47890.00
P209,Office Chair,C0403,Pooja Mehta,FASHION,2025,3,2025-03-21,M,Delhi,West Bengal,null,null,3,1,null,3,null,null,null
P202,Samsung TV,C0967,Amit Singh,FASHION,2025,2,2025-02-11,M,Kolkata,Delhi,1711,21798,2,1,21798,2,1711,12110.00,12110.00
P210,Air Conditioner,C0871,Rohan Rao,ELECTRONICS,2025,2,2025-02-01,F,Delhi,Tamil Nadu,null,193016.25,3,1,193016.25,3,null,67725.00,67725.00
P201,iPhone 15,C0212,Meena Gupta,ELECTRONICS,2025,1,2025-01-09,F,Mumbai,Maharashtra,null,null,3,1,null,3,null,null,null
P204,Nike Shoes,C0991,Sneha Gupta,ELECTRONICS,2025,3,2025-03-27,M,Chennai,West Bengal,null,null,2,1,null,2,null,null,null
P203,Sony Headphones,C0591,Rahul Verma,FASHION,2025,3,2025-03-28,F,Lucknow,Maharashtra,875,13960.800000000001,2,1,13960.800000000001,2,875,7756.00,7756.00
null,Refrigerator,C0478,Meena Gupta,FASHION,2025,1,2025-01-16,F,Kolkata,Telangana,null,null,1,1,null,1,null,null,null
P206,HP Laptop,C0721,Rahul Kapoor,HOME & LIVING,2025,1,2025-01-21,M,Pune,Rajasthan,816,null,2,1,null,2,816,null,null
P209,Office Chair,C0486,Sneha Das,ELECTRONICS,2025,2,2025-02-17,F,Chennai,Karnataka,null,167676,3,1,167676,3,null,55892.00,55892.00
P202,Samsung TV,C0012,Neha Kapoor,HOME & LIVING,2025,1,2025-01-23,M,Delhi,Rajasthan,1305,123151.34999999999,3,1,123151.34999999999,3,1305,43211.00,43211.00
P207,Microwave Oven,C0930,Arjun Kapoor,HOME & LIVING,2025,1,2025-01-25,F,Mumbai,Telangana,null,null,1,1,null,1,null,null,null
P208,Refrigerator,C0024,Rahul Singh,ELECTRONICS,2025,1,2025-01-13,M,Jaipur,Delhi,null,15878.3,2,1,15878.3,2,null,8357.00,8357.00
P210,Air Conditioner,C0728,Pooja Singh,FASHION,2025,2,2025-02-21,M,Bangalore,Delhi,null,7524,1,1,7524,1,null,7524.00,7524.00
P207,Microwave Oven,C0710,Neha Sharma,ELECTRONICS,2025,3,2025-03-17,M,Jaipur,West Bengal,null,67215,1,1,67215,1,null,67215.00,67215.00
P203,Sony Headphones,C0932,Arjun Verma,HOME & LIVING,2025,3,2025-03-21,M,Pune,West Bengal,1164,129819.4,2,1,129819.4,2,1164,68326.00,68326.00
P210,Air Conditioner,C0754,Pooja Gupta,HOME & LIVING,2025,3,2025-03-11,M,Bangalore,West Bengal,null,53201.899999999994,2,1,53201.899999999994,2,null,28001.00,28001.00
P210,Air Conditioner,C0152,null,ELECTRONICS,2025,3,2025-03-01,null,null,null,null,null,3,1,null,3,null,null,null
P208,Refrigerator,C0703,Sneha Kapoor,FASHION,2025,2,2025-02-26,M,Bangalore,Telangana,1741,null,1,1,null,1,1741,null,null
P209,Office Chair,C0216,Rohan Verma,ELECTRONICS,2025,3,2025-03-16,F,Chennai,Telangana,null,50994,3,1,50994,3,null,16998.00,16998.00
P208,Refrigerator,C0561,Pooja Mehta,ELECTRONICS,2025,1,2025-01-25,M,Hyderabad,West Bengal,null,36032,2,1,36032,2,null,18016.00,18016.00
P210,Air Conditioner,C0691,null,FASHION,2025,3,2025-03-06,null,null,null,null,null,3,1,null,3,null,null,null
P205,Levi Jeans,C0407,Neha Rao,ELECTRONICS,2025,3,2025-03-13,M,Bangalore,Rajasthan,null,null,2,1,null,2,null,null,null
P206,HP Laptop,C0140,null,ELECTRONICS,2025,3,2025-03-16,null,null,null,null,56646,3,1,56646,3,null,20980.00,20980.00
P210,Air Conditioner,C0818,Sneha Das,FASHION,2025,2,2025-02-19,F,Bangalore,Karnataka,null,null,2,1,null,2,null,null,null
P201,iPhone 15,C0266,Anjali Sharma,ELECTRONICS,2025,1,2025-01-26,F,Lucknow,Uttar Pradesh,null,12337.65,3,1,12337.65,3,null,4329.00,4329.00
P203,Sony Headphones,C0526,Meena Mehta,ELECTRONICS,2025,2,2025-02-20,M,Bangalore,Tamil Nadu,null,26493.3,1,1,26493.3,1,null,29437.00,29437.00
null,HP Laptop,C0649,Amit Malhotra,FASHION,2025,2,2025-02-18,M,Mumbai,Maharashtra,null,null,1,1,null,1,null,null,null
P206,HP Laptop,C0988,Pooja Iyer,ELECTRONICS,2025,1,2025-01-17,M,Bangalore,Maharashtra,262,104633.1,3,1,104633.1,3,262,38753.00,38753.00
P209,Office Chair,C0046,Amit Iyer,FASHION,2025,2,2025-02-02,F,Mumbai,Maharashtra,null,4046,1,1,4046,1,null,4046.00,4046.00
P209,Office Chair,C0127,Sneha Singh,FASHION,2025,2,2025-02-24,M,Chennai,Telangana,1562,null,2,1,null,2,1562,null,null
P204,Nike Shoes,C0890,Amit Rao,FASHION,2025,3,2025-03-24,M,Lucknow,Delhi,1671,null,2,1,null,2,1671,null,null
P204,Nike Shoes,C0047,Anjali Sharma,ELECTRONICS,2025,3,2025-03-07,M,Kolkata,Uttar Pradesh,274,25099.949999999997,3,1,25099.949999999997,3,274,8807.00,8807.00
P208,Refrigerator,C0926,Amit Sharma,HOME & LIVING,2025,2,2025-02-18,F,Mumbai,Karnataka,null,72702.90000000001,3,1,72702.90000000001,3,null,26927.00,26927.00
P207,Microwave Oven,C0445,Rohan Malhotra,HOME & LIVING,2025,2,2025-02-04,M,Delhi,Karnataka,null,null,1,1,null,1,null,null,null
P206,HP Laptop,C0993,Karan Das,HOME & LIVING,2025,2,2025-02-06,F,Kolkata,West Bengal,null,null,1,1,null,1,null,null,null
P202,Samsung TV,null,null,ELECTRONICS,2025,2,2025-02-20,null,null,null,null,null,3,1,null,3,null,null,null
P210,Air Conditioner,C0516,Sneha Das,FASHION,2025,3,2025-03-06,F,Mumbai,West Bengal,797,null,1,1,null,1,797,null,null
P203,Sony Headphones,C0315,Amit Malhotra,ELECTRONICS,2025,2,2025-02-24,M,Delhi,Uttar Pradesh,null,133428.44999999998,3,1,133428.44999999998,3,null,46817.00,46817.00
P206,HP Laptop,C0234,Amit Kapoor,ELECTRONICS,2025,3,2025-03-27,M,Bangalore,Uttar Pradesh,660,14519.7,1,1,14519.7,1,660,16133.00,16133.00
P208,Refrigerator,C0644,Neha Das,FASHION,2025,1,2025-01-24,F,Pune,Telangana,1174,null,1,1,null,1,1174,null,null
P204,Nike Shoes,C0091,null,HOME & LIVING,2025,1,2025-01-10,null,null,null,null,19854.05,1,1,19854.05,1,null,20899.00,20899.00
P204,Nike Shoes,C0413,Rohan Iyer,HOME & LIVING,2025,2,2025-02-21,M,Bangalore,Tamil Nadu,null,null,3,1,null,3,null,null,null
P202,Samsung TV,C0925,null,HOME & LIVING,2025,2,2025-02-12,null,null,null,null,27636.449999999997,1,1,27636.449999999997,1,null,29091.00,29091.00
P203,Sony Headphones,C0151,Pooja Gupta,FASHION,2025,3,2025-03-03,M,Hyderabad,Maharashtra,null,null,3,1,null,3,null,null,null
P203,Sony Headphones,C0092,Neha Gupta,FASHION,2025,2,2025-02-12,F,Kolkata,Uttar Pradesh,null,93714,2,1,93714,2,null,46857.00,46857.00
P202,Samsung TV,C0302,Neha Singh,ELECTRONICS,2025,1,2025-01-04,F,Pune,West Bengal,null,89166.6,2,1,89166.6,2,null,49537.00,49537.00
P201,iPhone 15,C0159,Amit Das,FASHION,2025,2,2025-02-24,F,Hyderabad,Tamil Nadu,229,45788.1,2,1,45788.1,2,229,24099.00,24099.00
P205,Levi Jeans,C0792,Arjun Sharma,FASHION,2025,1,2025-01-02,F,Hyderabad,Telangana,null,null,1,1,null,1,null,null,null
P206,HP Laptop,C0822,Neha Verma,ELECTRONICS,2025,1,2025-01-07,F,Chennai,Maharashtra,1189,46718.1,1,1,46718.1,1,1189,51909.00,51909.00
P206,HP Laptop,C0020,Rohan Gupta,ELECTRONICS,2025,1,2025-01-26,M,Hyderabad,Telangana,1458,null,2,1,null,2,1458,null,null
P202,Samsung TV,C0206,Pooja Iyer,ELECTRONICS,2025,3,2025-03-28,F,Delhi,Rajasthan,177,35268,3,1,35268,3,177,11756.00,11756.00
P205,Levi Jeans,C0226,Neha Das,ELECTRONICS,2025,2,2025-02-17,M,Hyderabad,Uttar Pradesh,null,null,1,1,null,1,null,null,null
P208,Refrigerator,C0416,Meena Kapoor,ELECTRONICS,2025,2,2025-02-18,M,Lucknow,Rajasthan,1943,null,2,1,null,2,1943,null,null
P210,Air Conditioner,C0418,Sneha Rao,ELECTRONICS,2025,2,2025-02-20,M,Chennai,West Bengal,null,null,1,1,null,1,null,null,null
P209,Office Chair,C0430,Pooja Mehta,FASHION,2025,3,2025-03-19,F,Bangalore,West Bengal,1585,31075.449999999997,1,1,31075.449999999997,1,1585,32711.00,32711.00
P205,Levi Jeans,C0465,Amit Sharma,HOME & LIVING,2025,3,2025-03-21,F,Kolkata,West Bengal,993,59406,3,1,59406,3,993,19802.00,19802.00
P209,Office Chair,C0955,Meena Malhotra,ELECTRONICS,2025,2,2025-02-10,M,Lucknow,Uttar Pradesh,null,31874.4,1,1,31874.4,1,null,35416.00,35416.00
P204,Nike Shoes,C0197,Neha Mehta,FASHION,2025,1,2025-01-02,F,Chennai,West Bengal,418,null,2,1,null,2,418,null,null
P210,Air Conditioner,C0092,Neha Gupta,HOME & LIVING,2025,3,2025-03-15,F,Kolkata,Uttar Pradesh,null,132858.9,3,1,132858.9,3,null,49207.00,49207.00
P210,Air Conditioner,C0468,Meena Iyer,HOME & LIVING,2025,3,2025-03-24,M,Chennai,Delhi,774,139915.80000000002,2,1,139915.80000000002,2,774,77731.00,77731.00
P201,iPhone 15,C0789,Arjun Das,FASHION,2025,1,2025-01-31,F,Delhi,Uttar Pradesh,null,34196.4,2,1,34196.4,2,null,18998.00,18998.00
P201,iPhone 15,C0800,Rahul Rao,HOME & LIVING,2025,2,2025-02-26,M,Lucknow,West Bengal,null,null,1,1,null,1,null,null,null
P205,Levi Jeans,C0682,Sneha Malhotra,HOME & LIVING,2025,1,2025-01-01,F,Mumbai,Telangana,null,null,3,1,null,3,null,null,null
P208,Refrigerator,C0949,null,HOME & LIVING,2025,3,2025-03-27,null,null,null,null,null,3,1,null,3,null,null,null
P203,Sony Headphones,C0093,Karan Verma,FASHION,2025,2,2025-02-21,F,Chennai,Tamil Nadu,null,null,3,1,null,3,null,null,null
P206,HP Laptop,C0948,Rahul Mehta,ELECTRONICS,2025,1,2025-01-16,F,Kolkata,Uttar Pradesh,null,74362.2,1,1,74362.2,1,null,78276.00,78276.00
P207,Microwave Oven,C0690,Meena Rao,ELECTRONICS,2025,3,2025-03-02,M,Kolkata,Rajasthan,null,67422.45,3,1,67422.45,3,null,23657.00,23657.00
null,iPhone 15,C0647,Pooja Mehta,ELECTRONICS,2025,3,2025-03-09,M,Pune,Rajasthan,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0906,Sneha Iyer,ELECTRONICS,2025,3,2025-03-22,F,Bangalore,Rajasthan,null,null,1,1,null,1,null,null,null
P202,Samsung TV,C0975,Sneha Gupta,FASHION,2025,2,2025-02-08,F,Jaipur,Delhi,null,44183.549999999996,3,1,44183.549999999996,3,null,15503.00,15503.00
P201,iPhone 15,C0770,Anjali Kapoor,FASHION,2025,3,2025-03-22,F,Bangalore,Tamil Nadu,null,null,1,1,null,1,null,null,null
P205,Levi Jeans,C0312,Pooja Sharma,ELECTRONICS,2025,1,2025-01-28,F,Bangalore,Delhi,null,48025.8,1,1,48025.8,1,null,53362.00,53362.00
P205,Levi Jeans,C0157,Rahul Das,ELECTRONICS,2025,2,2025-02-09,F,Mumbai,Delhi,309,37423.8,1,1,37423.8,1,309,41582.00,41582.00
P209,Office Chair,C0019,Anjali Gupta,ELECTRONICS,2025,3,2025-03-26,M,Pune,Telangana,null,null,2,1,null,2,null,null,null
P209,Office Chair,C0810,null,FASHION,2025,3,2025-03-30,null,null,null,null,27576,3,1,27576,3,null,9192.00,9192.00
P201,iPhone 15,C0685,Meena Gupta,ELECTRONICS,2025,1,2025-01-13,M,Hyderabad,West Bengal,null,null,3,1,null,3,null,null,null
P203,Sony Headphones,C0088,Sneha Singh,FASHION,2025,3,2025-03-07,F,Lucknow,West Bengal,null,27487.8,1,1,27487.8,1,null,30542.00,30542.00
P205,Levi Jeans,C0980,Arjun Sharma,FASHION,2025,1,2025-01-15,F,Bangalore,Maharashtra,318,null,2,1,null,2,318,null,null
P207,Microwave Oven,C0346,Sneha Verma,FASHION,2025,1,2025-01-21,M,Bangalore,Karnataka,null,81545.40000000001,3,1,81545.40000000001,3,null,30202.00,30202.00
P204,Nike Shoes,C0303,null,ELECTRONICS,2025,1,2025-01-10,null,null,null,null,24760.8,3,1,24760.8,3,null,8688.00,8688.00
P205,Levi Jeans,C0630,Amit Malhotra,FASHION,2025,1,2025-01-27,F,Kolkata,Telangana,null,null,1,1,null,1,null,null,null
P203,Sony Headphones,C0815,Amit Das,ELECTRONICS,2025,3,2025-03-27,F,Delhi,Uttar Pradesh,null,68944,2,1,68944,2,null,34472.00,34472.00
P204,Nike Shoes,C0198,null,FASHION,2025,1,2025-01-26,null,null,null,null,54605.700000000004,1,1,54605.700000000004,1,null,60673.00,60673.00
P203,Sony Headphones,C0501,null,ELECTRONICS,2025,3,2025-03-14,null,null,null,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0925,null,FASHION,2025,3,2025-03-09,null,null,null,null,null,1,1,null,1,null,null,null
P202,Samsung TV,C0183,Amit Verma,FASHION,2025,3,2025-03-05,F,Chennai,Maharashtra,null,65259,3,1,65259,3,null,21753.00,21753.00
P202,Samsung TV,C0517,Rahul Sharma,FASHION,2025,3,2025-03-04,F,Mumbai,Maharashtra,1702,49921,1,1,49921,1,1702,49921.00,49921.00
P207,Microwave Oven,C0416,Meena Kapoor,ELECTRONICS,2025,2,2025-02-11,M,Lucknow,Rajasthan,1943,null,1,1,null,1,1943,null,null
P210,Air Conditioner,C0898,Neha Rao,HOME & LIVING,2025,1,2025-01-30,F,Delhi,West Bengal,1074,67222.95,1,1,67222.95,1,1074,70761.00,70761.00
null,iPhone 15,C0596,Karan Verma,HOME & LIVING,2025,2,2025-02-24,M,Kolkata,Delhi,null,121545,2,1,121545,2,null,67525.00,67525.00
P202,Samsung TV,C0860,Rohan Sharma,HOME & LIVING,2025,2,2025-02-10,F,Chennai,Uttar Pradesh,911,null,2,1,null,2,911,null,null
P206,HP Laptop,C0662,Arjun Gupta,FASHION,2025,3,2025-03-24,M,Lucknow,Karnataka,null,108820.8,2,1,108820.8,2,null,60456.00,60456.00
P201,iPhone 15,C0561,Pooja Mehta,ELECTRONICS,2025,3,2025-03-16,M,Hyderabad,West Bengal,null,102945,3,1,102945,3,null,34315.00,34315.00
P205,Levi Jeans,C0508,Rohan Iyer,FASHION,2025,2,2025-02-21,M,Delhi,West Bengal,799,null,3,1,null,3,799,null,null
P202,Samsung TV,C0047,Anjali Sharma,HOME & LIVING,2025,2,2025-02-05,M,Kolkata,Uttar Pradesh,274,52046.7,1,1,52046.7,1,274,54786.00,54786.00
P205,Levi Jeans,C0010,Sneha Iyer,FASHION,2025,1,2025-01-11,M,Lucknow,Maharashtra,null,210853.80000000002,3,1,210853.80000000002,3,null,78094.00,78094.00
P206,HP Laptop,C0409,Karan Verma,HOME & LIVING,2025,1,2025-01-24,M,Chennai,West Bengal,null,null,2,1,null,2,null,null,null
P201,iPhone 15,C0300,Neha Iyer,HOME & LIVING,2025,2,2025-02-01,M,Pune,Tamil Nadu,null,27685.8,1,1,27685.8,1,null,30762.00,30762.00
P203,Sony Headphones,C0076,Amit Das,FASHION,2025,3,2025-03-09,M,Kolkata,Tamil Nadu,null,77085,2,1,77085,2,null,42825.00,42825.00
P201,iPhone 15,C0609,null,FASHION,2025,1,2025-01-04,null,null,null,null,null,3,1,null,3,null,null,null
P209,Office Chair,C0188,null,FASHION,2025,1,2025-01-26,null,null,null,null,null,2,1,null,2,null,null,null
P203,Sony Headphones,C0766,Arjun Rao,HOME & LIVING,2025,2,2025-02-09,F,Chennai,Uttar Pradesh,null,null,1,1,null,1,null,null,null
P204,Nike Shoes,C0274,Sneha Malhotra,HOME & LIVING,2025,1,2025-01-16,M,Lucknow,Rajasthan,null,63136,2,1,63136,2,null,31568.00,31568.00
P205,Levi Jeans,C0456,Rohan Kapoor,HOME & LIVING,2025,1,2025-01-13,F,Pune,West Bengal,null,76161.6,3,1,76161.6,3,null,28208.00,28208.00
P201,iPhone 15,C0626,null,HOME & LIVING,2025,2,2025-02-23,null,null,null,null,43708,1,1,43708,1,null,43708.00,43708.00
P206,HP Laptop,C0882,Amit Iyer,HOME & LIVING,2025,3,2025-03-17,M,Pune,Delhi,null,null,1,1,null,1,null,null,null
P206,HP Laptop,C0054,null,HOME & LIVING,2025,3,2025-03-20,null,null,null,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0952,Rohan Mehta,HOME & LIVING,2025,2,2025-02-28,M,Hyderabad,Tamil Nadu,null,55507.5,1,1,55507.5,1,null,61675.00,61675.00
P208,Refrigerator,C0757,Anjali Singh,ELECTRONICS,2025,2,2025-02-06,F,Pune,Telangana,null,91125,2,1,91125,2,null,50625.00,50625.00
P209,Office Chair,C0549,Neha Singh,ELECTRONICS,2025,2,2025-02-23,M,Kolkata,Uttar Pradesh,1149,null,3,1,null,3,1149,null,null
null,Levi Jeans,C0360,Rohan Sharma,ELECTRONICS,2025,3,2025-03-25,M,Hyderabad,Karnataka,757,null,2,1,null,2,757,null,null
P207,Microwave Oven,C0776,Amit Kapoor,HOME & LIVING,2025,2,2025-02-04,M,Chennai,Tamil Nadu,null,null,3,1,null,3,null,null,null
P201,iPhone 15,C0151,Pooja Gupta,FASHION,2025,1,2025-01-08,M,Hyderabad,Maharashtra,null,155535,3,1,155535,3,null,51845.00,51845.00
P207,Microwave Oven,C0494,Karan Rao,HOME & LIVING,2025,3,2025-03-16,F,Jaipur,Karnataka,null,93611.7,3,1,93611.7,3,null,34671.00,34671.00
